user_id,gender,age,occu,sign,is_female
3586335,female,15,indUnk,Capricorn,1
475855,female,26,Communications-Media,Virgo,1
584088,male,33,Education,Pisces,0
3416845,male,33,Telecommunications,Virgo,0
575672,male,17,indUnk,Gemini,0
3576915,male,15,Student,Scorpio,0
3511707,male,14,Student,Taurus,0
3785455,female,17,Student,Sagittarius,1
3143116,male,25,Education,Scorpio,0
4021779,female,15,indUnk,Pisces,1
4135385,male,33,Arts,Capricorn,0
4135893,male,17,Biotech,Libra,0
2994904,female,40,indUnk,Pisces,1
3842098,male,23,indUnk,Gemini,0
1673216,male,17,Student,Taurus,0
3811966,female,16,Student,Aquarius,1
2813430,male,33,indUnk,Taurus,0
813893,female,17,indUnk,Taurus,1
3225745,female,16,Student,Taurus,1
4183345,female,45,indUnk,Leo,1
3657741,female,23,indUnk,Cancer,1
1231400,female,24,indUnk,Cancer,1
3816474,male,35,Marketing,Aries,0
3986222,female,16,Student,Leo,1
3603350,male,13,indUnk,Capricorn,0
4149927,female,15,indUnk,Sagittarius,1
3652800,female,23,Non-Profit,Virgo,1
3356021,female,25,Marketing,Virgo,1
3522724,male,25,Banking,Cancer,0
3954115,female,14,Student,Libra,1
3966916,male,17,Arts,Aquarius,0
727002,male,23,Internet,Leo,0
3470844,female,26,indUnk,Libra,1
3628375,female,16,Student,Virgo,1
3491965,male,16,indUnk,Cancer,0
3339284,female,17,Student,Gemini,1
1872244,female,25,Education,Libra,1
3033343,male,26,Student,Aries,0
1684977,male,17,indUnk,Cancer,0
3714547,female,23,indUnk,Capricorn,1
3646978,female,35,indUnk,Virgo,1
4117346,female,25,indUnk,Leo,1
3301558,male,17,Student,Aquarius,0
3571141,female,23,indUnk,Pisces,1
3092806,female,13,Student,Sagittarius,1
4126143,female,17,Student,Aries,1
3661101,female,14,indUnk,Gemini,1
3519573,male,33,Internet,Pisces,0
3593701,female,24,Technology,Scorpio,1
2613609,male,26,Military,Libra,0
3534196,male,27,Banking,Cancer,0
3589390,male,17,Student,Scorpio,0
4011857,male,15,Student,Aries,0
1835380,female,16,Chemicals,Taurus,1
3310103,male,34,indUnk,Capricorn,0
2832925,female,24,Marketing,Pisces,1
3860294,male,14,indUnk,Capricorn,0
3348517,female,35,Arts,Aquarius,1
3822811,male,14,Education,Virgo,0
4181760,male,34,Technology,Aries,0
3313527,female,24,Student,Libra,1
4034931,female,14,Student,Sagittarius,1
3417704,female,25,indUnk,Scorpio,1
2408670,male,27,Manufacturing,Leo,0
4151934,female,26,indUnk,Libra,1
3622707,female,15,indUnk,Cancer,1
3744242,male,17,Student,Capricorn,0
3377005,male,26,indUnk,Sagittarius,0
4131346,male,15,Arts,Libra,0
3676956,male,17,Student,Cancer,0
3598234,male,26,indUnk,Leo,0
4111148,female,27,indUnk,Virgo,1
1166708,female,26,Arts,Aquarius,1
3332774,male,14,indUnk,Leo,0
3785559,male,27,indUnk,Aquarius,0
3866526,male,26,indUnk,Aquarius,0
4109882,female,17,indUnk,Sagittarius,1
3508102,female,17,indUnk,Capricorn,1
766556,female,34,indUnk,Sagittarius,1
4263666,female,17,Student,Aries,1
3992953,female,23,indUnk,Libra,1
3679928,female,15,indUnk,Capricorn,1
4211628,female,14,indUnk,Libra,1
4278190,female,17,Student,Sagittarius,1
3708279,female,27,indUnk,Aquarius,1
3047815,male,15,Student,Cancer,0
3623567,male,15,indUnk,Leo,0
4170896,female,13,Student,Cancer,1
559292,female,25,indUnk,Taurus,1
3344741,female,15,Student,Aries,1
4100534,female,23,Marketing,Aquarius,1
3817741,male,15,indUnk,Aquarius,0
4032401,male,23,Arts,Aquarius,0
3554317,male,17,Student,Aquarius,0
3556796,female,15,Student,Pisces,1
3908329,female,24,RealEstate,Pisces,1
2988169,male,25,Technology,Leo,0
4010370,male,15,Student,Capricorn,0
3551131,male,16,Education,Leo,0
4176187,female,13,indUnk,Aquarius,1
3089750,female,26,Consulting,Libra,1
3529719,female,23,Science,Capricorn,1
3304020,male,36,indUnk,Capricorn,0
3793251,male,38,indUnk,Cancer,0
3656727,female,17,Student,Virgo,1
3506000,male,24,Construction,Aries,0
3375531,male,26,Communications-Media,Aquarius,0
2615621,female,16,Student,Capricorn,1
3475460,female,25,Non-Profit,Pisces,1
3324474,male,15,indUnk,Scorpio,0
3914954,female,35,Consulting,Capricorn,1
3414947,female,39,indUnk,Gemini,1
3536318,male,25,Education,Aries,0
3363947,male,34,Banking,Scorpio,0
4053224,female,15,indUnk,Capricorn,1
3912493,female,14,Student,Taurus,1
3565769,female,36,indUnk,Libra,1
317581,male,26,Technology,Scorpio,0
4122043,male,17,Technology,Capricorn,0
4325533,female,35,indUnk,Capricorn,1
3942522,male,16,Student,Scorpio,0
4034874,female,15,indUnk,Pisces,1
3770960,female,38,Government,Capricorn,1
3627169,female,27,indUnk,Virgo,1
3605471,female,14,Student,Capricorn,1
647085,female,45,indUnk,Leo,1
2349682,female,24,Education,Aquarius,1
4213593,female,36,Accounting,Capricorn,1
3945535,male,17,Military,Cancer,0
3617183,female,13,Student,Virgo,1
3770150,female,27,indUnk,Capricorn,1
4013263,female,23,Automotive,Aquarius,1
3712913,male,15,Student,Virgo,0
4096197,male,41,Government,Pisces,0
3483940,female,14,Student,Virgo,1
3550387,male,16,Student,Virgo,0
3866307,male,15,Student,Virgo,0
2896589,male,15,indUnk,Aquarius,0
4189257,male,25,Religion,Pisces,0
3690648,female,13,Student,Virgo,1
3816397,female,42,Technology,Virgo,1
2519643,male,33,Construction,Virgo,0
1811727,female,23,indUnk,Leo,1
4273431,male,14,Student,Scorpio,0
3784248,female,24,indUnk,Taurus,1
4072932,female,25,Education,Gemini,1
3755025,female,15,Student,Libra,1
4273635,female,23,Education,Scorpio,1
2333345,female,17,Student,Scorpio,1
3827792,male,16,Student,Virgo,0
3824106,male,15,indUnk,Libra,0
3498812,female,17,indUnk,Sagittarius,1
4276512,female,14,indUnk,Taurus,1
3515498,female,14,Student,Leo,1
2686446,female,24,Government,Taurus,1
3992550,female,23,indUnk,Capricorn,1
3839808,female,40,indUnk,Pisces,1
3416942,male,23,indUnk,Capricorn,0
3989994,male,15,Student,Aquarius,0
3598047,female,16,indUnk,Scorpio,1
4039381,male,24,Consulting,Libra,0
4075305,female,27,Telecommunications,Libra,1
3362588,female,14,Student,Capricorn,1
4058312,female,25,indUnk,Pisces,1
3292579,female,23,Arts,Capricorn,1
4213176,male,15,Student,Capricorn,0
3749843,male,16,Student,Cancer,0
4074829,male,34,Manufacturing,Aquarius,0
4322085,male,15,indUnk,Aquarius,0
3771466,female,33,indUnk,Pisces,1
3518560,female,24,Education,Taurus,1
3360363,female,23,Student,Capricorn,1
3063401,male,25,Student,Taurus,0
4053511,female,23,Student,Virgo,1
3586256,male,25,Manufacturing,Sagittarius,0
3670297,female,24,indUnk,Capricorn,1
3315536,female,14,Science,Libra,1
3773538,male,14,Student,Sagittarius,0
4072579,male,24,Technology,Aries,0
3933548,male,24,Technology,Leo,0
3568239,male,15,Student,Pisces,0
1162265,male,17,Student,Aries,0
3756630,female,16,Student,Cancer,1
4182927,female,13,Education,Virgo,1
315751,female,25,indUnk,Sagittarius,1
3600042,male,27,indUnk,Capricorn,0
4202109,female,25,indUnk,Taurus,1
2858203,male,16,Student,Sagittarius,0
3881077,male,17,Education,Aries,0
1708471,female,17,indUnk,Cancer,1
3005992,female,26,Student,Aries,1
3361522,female,13,indUnk,Libra,1
3839532,female,48,indUnk,Leo,1
4274136,male,15,indUnk,Sagittarius,0
4241607,female,44,Biotech,Virgo,1
3535718,male,17,Student,Aquarius,0
3784920,male,23,indUnk,Capricorn,0
3421808,male,17,indUnk,Aries,0
3487346,male,25,Technology,Leo,0
3901325,male,14,Student,Scorpio,0
3883305,female,13,Student,Scorpio,1
3426225,female,35,Arts,Sagittarius,1
4066146,female,23,indUnk,Aries,1
3911836,female,23,indUnk,Taurus,1
838162,male,25,Student,Capricorn,0
3754470,male,26,Military,Pisces,0
3478399,female,23,indUnk,Cancer,1
3189152,female,25,Arts,Leo,1
3399883,female,23,Arts,Scorpio,1
3550273,male,15,indUnk,Scorpio,0
4115248,male,36,Internet,Gemini,0
3989201,female,13,indUnk,Taurus,1
2591513,female,27,Student,Aquarius,1
4115100,female,24,indUnk,Scorpio,1
2839715,female,23,indUnk,Scorpio,1
4021202,female,25,Banking,Gemini,1
3528641,male,16,Student,Pisces,0
3666767,female,35,Government,Pisces,1
2722266,female,33,Communications-Media,Aquarius,1
3854822,male,26,indUnk,Virgo,0
3769981,male,38,Telecommunications,Virgo,0
951136,female,16,Student,Libra,1
3973164,female,23,Education,Gemini,1
4307418,female,15,Student,Sagittarius,1
2957170,male,26,indUnk,Aquarius,0
3649279,female,16,indUnk,Gemini,1
3355012,female,17,indUnk,Capricorn,1
2819091,male,17,Student,Capricorn,0
3503691,female,39,indUnk,Capricorn,1
794646,female,17,indUnk,Aries,1
3834257,female,15,Student,Cancer,1
4242860,female,27,Religion,Gemini,1
3883575,male,24,Transportation,Aries,0
3507110,female,16,Student,Aries,1
3878617,female,24,Sports-Recreation,Gemini,1
3927897,female,15,indUnk,Virgo,1
3806303,female,23,indUnk,Capricorn,1
3727292,female,26,Communications-Media,Pisces,1
1492818,female,47,Arts,Aries,1
1620073,female,26,Non-Profit,Aries,1
3662734,male,14,Student,Capricorn,0
4193445,male,17,indUnk,Taurus,0
3635006,male,16,indUnk,Taurus,0
4183383,female,17,Communications-Media,Cancer,1
4004828,male,17,indUnk,Libra,0
3669994,female,27,Non-Profit,Aquarius,1
3924673,male,37,Law,Scorpio,0
4098538,male,17,Student,Pisces,0
3381959,female,24,Student,Leo,1
3979458,male,16,indUnk,Aries,0
3889125,female,25,indUnk,Capricorn,1
3694451,male,44,Publishing,Sagittarius,0
3956655,female,15,indUnk,Aries,1
3468715,female,25,Internet,Sagittarius,1
3745609,male,25,Banking,Aries,0
4182261,female,15,Arts,Gemini,1
3298655,male,24,indUnk,Leo,0
4001228,male,36,Banking,Taurus,0
4201734,female,16,indUnk,Gemini,1
4300645,male,15,Education,Leo,0
3097475,female,23,indUnk,Cancer,1
3746537,female,16,Student,Gemini,1
4296010,male,15,Student,Scorpio,0
3321827,male,38,Technology,Sagittarius,0
4197397,male,36,indUnk,Leo,0
3248461,female,27,Non-Profit,Aries,1
3938722,male,14,Student,Taurus,0
3438348,female,37,indUnk,Capricorn,1
3455718,female,16,BusinessServices,Virgo,1
1336804,female,24,Law,Taurus,1
3406182,male,44,indUnk,Aries,0
3433321,male,14,indUnk,Aquarius,0
4154751,female,16,Arts,Virgo,1
3668958,male,37,indUnk,Taurus,0
3510911,female,26,indUnk,Taurus,1
3904281,male,17,indUnk,Taurus,0
4295000,female,34,indUnk,Leo,1
3907584,male,24,indUnk,Aquarius,0
3380702,male,16,indUnk,Libra,0
819785,male,23,Student,Taurus,0
3343323,male,26,Consulting,Virgo,0
4092295,female,17,indUnk,Aquarius,1
3749013,male,16,Student,Pisces,0
3990566,male,17,Student,Capricorn,0
3379405,female,25,Education,Scorpio,1
3935742,female,13,indUnk,Libra,1
3894887,female,15,indUnk,Gemini,1
3723522,male,14,indUnk,Capricorn,0
2992646,female,25,Non-Profit,Gemini,1
2504813,female,24,Science,Gemini,1
3526005,female,17,Student,Leo,1
2998136,male,17,Student,Scorpio,0
3808573,female,14,Student,Leo,1
4069579,male,16,Student,Libra,0
2783233,male,25,Engineering,Aquarius,0
1317513,male,17,Arts,Scorpio,0
2539406,male,23,Government,Cancer,0
3289321,female,16,Student,Sagittarius,1
4088662,male,25,indUnk,Libra,0
3810573,female,26,indUnk,Scorpio,1
3915202,female,16,indUnk,Sagittarius,1
3908969,female,24,Non-Profit,Sagittarius,1
3744671,male,15,Student,Libra,0
3513637,male,17,Student,Cancer,0
4030975,female,16,Student,Gemini,1
3984756,female,27,Publishing,Leo,1
3408773,male,24,Biotech,Scorpio,0
4149152,male,33,Banking,Sagittarius,0
427989,male,23,Internet,Sagittarius,0
3840157,female,14,Student,Scorpio,1
3754230,male,24,indUnk,Aries,0
3347544,female,26,indUnk,Virgo,1
3302427,male,26,Education,Aries,0
3679449,male,25,indUnk,Scorpio,0
3314410,female,14,indUnk,Scorpio,1
3570125,female,23,indUnk,Pisces,1
3779963,female,16,Arts,Virgo,1
1076363,male,40,Communications-Media,Pisces,0
3743431,female,27,indUnk,Virgo,1
4177264,male,13,Student,Aries,0
4037377,female,24,Engineering,Scorpio,1
877201,female,23,indUnk,Leo,1
4169106,male,24,Student,Aries,0
3657743,female,25,indUnk,Libra,1
2630438,female,27,indUnk,Libra,1
3367290,female,16,Education,Taurus,1
3834930,male,27,indUnk,Virgo,0
4088664,male,23,Manufacturing,Libra,0
3882581,male,16,Education,Aries,0
3350440,female,34,indUnk,Leo,1
4218773,female,23,Student,Taurus,1
3339831,male,27,Internet,Aquarius,0
3543507,female,26,Science,Aries,1
3746466,female,25,Marketing,Gemini,1
3118125,male,14,Student,Scorpio,0
3081301,male,25,indUnk,Pisces,0
3514084,female,41,Publishing,Scorpio,1
3357731,male,23,BusinessServices,Sagittarius,0
4108148,male,25,Education,Cancer,0
3031435,female,23,indUnk,Leo,1
4210215,female,25,indUnk,Gemini,1
3514592,female,17,Chemicals,Cancer,1
3561320,female,26,Education,Taurus,1
3970617,male,25,Law,Scorpio,0
3631477,male,17,Tourism,Scorpio,0
3554150,male,23,indUnk,Libra,0
3897107,male,25,indUnk,Sagittarius,0
3731443,female,16,Arts,Pisces,1
4157618,female,26,Education,Leo,1
3898195,male,23,Student,Leo,0
3990069,male,16,Student,Leo,0
3986966,male,24,indUnk,Virgo,0
597870,female,33,Internet,Taurus,1
2758743,female,23,Arts,Capricorn,1
3742917,male,43,indUnk,Aries,0
3555958,female,16,Student,Sagittarius,1
3914455,male,14,indUnk,Scorpio,0
3425354,female,15,indUnk,Capricorn,1
3987842,female,23,Student,Aries,1
3892521,female,26,indUnk,Cancer,1
2930795,male,23,Technology,Aquarius,0
4110426,female,16,Student,Virgo,1
3898743,male,27,Automotive,Capricorn,0
3980968,male,23,indUnk,Aquarius,0
3932355,female,14,indUnk,Leo,1
4000026,male,17,Education,Gemini,0
3316025,male,23,Education,Capricorn,0
4271919,male,25,Technology,Virgo,0
4097182,female,17,Student,Leo,1
3731602,male,26,indUnk,Sagittarius,0
3328515,male,26,indUnk,Taurus,0
799700,female,26,indUnk,Gemini,1
4013317,female,25,Education,Leo,1
3592656,female,23,Communications-Media,Aquarius,1
3379802,male,40,HumanResources,Libra,0
3212073,male,23,indUnk,Taurus,0
3423132,male,23,BusinessServices,Cancer,0
299545,male,25,Technology,Cancer,0
2169579,female,24,Student,Virgo,1
3367064,female,26,indUnk,Taurus,1
2942398,female,16,indUnk,Gemini,1
3557722,female,23,Education,Gemini,1
4166693,female,24,Education,Cancer,1
3504445,female,15,Student,Gemini,1
3238331,male,17,indUnk,Cancer,0
4118838,male,33,indUnk,Taurus,0
3927924,male,37,Communications-Media,Gemini,0
3649439,female,15,Arts,Taurus,1
4257431,female,15,indUnk,Aquarius,1
4051254,male,17,indUnk,Gemini,0
4088516,female,47,indUnk,Cancer,1
4333053,female,15,indUnk,Cancer,1
1705136,female,25,indUnk,Pisces,1
522409,male,23,Student,Scorpio,0
3974108,male,23,indUnk,Aries,0
4115871,male,26,Engineering,Capricorn,0
3011326,male,23,Maritime,Taurus,0
3122944,female,24,indUnk,Sagittarius,1
3372328,male,26,Arts,Cancer,0
1842118,male,17,Student,Aquarius,0
4255500,male,23,Education,Virgo,0
1637100,female,16,Student,Scorpio,1
3687080,female,33,Science,Cancer,1
2944841,male,15,indUnk,Leo,0
3309747,male,15,Student,Sagittarius,0
3749319,female,24,indUnk,Sagittarius,1
4212549,female,15,Student,Aquarius,1
1878761,female,24,indUnk,Aquarius,1
3578593,female,27,BusinessServices,Gemini,1
1966000,female,14,indUnk,Pisces,1
3337126,female,14,indUnk,Gemini,1
2033483,female,17,Student,Gemini,1
3933143,female,14,indUnk,Sagittarius,1
1174200,male,17,indUnk,Libra,0
4055786,female,16,Student,Leo,1
3493680,female,26,indUnk,Pisces,1
3868312,male,25,Education,Gemini,0
3889756,male,14,indUnk,Scorpio,0
3399431,male,27,Communications-Media,Libra,0
3228608,female,15,Student,Leo,1
3785770,male,16,Student,Pisces,0
3559906,male,25,Education,Virgo,0
4300465,male,24,Internet,Libra,0
3971520,female,25,Education,Leo,1
4285006,male,36,Fashion,Cancer,0
3389492,female,27,LawEnforcement-Security,Virgo,1
3451305,female,23,RealEstate,Scorpio,1
3840803,female,15,Student,Virgo,1
3390196,female,33,indUnk,Gemini,1
4093633,female,26,Non-Profit,Virgo,1
3613484,female,17,Fashion,Taurus,1
2027896,female,16,indUnk,Scorpio,1
3578823,male,17,Student,Aquarius,0
3618324,female,16,indUnk,Aries,1
3556680,male,27,Telecommunications,Gemini,0
4105191,male,39,Marketing,Aquarius,0
4160190,female,25,indUnk,Taurus,1
3567154,female,15,Student,Pisces,1
2513579,male,15,Advertising,Leo,0
2460264,male,16,Student,Taurus,0
3371887,male,15,Student,Capricorn,0
3623048,female,23,Science,Sagittarius,1
663735,male,23,indUnk,Libra,0
3609016,female,25,indUnk,Sagittarius,1
2272189,female,17,HumanResources,Scorpio,1
4144157,male,15,Arts,Gemini,0
3316883,male,26,Government,Pisces,0
3684482,male,17,Military,Cancer,0
3497723,female,26,Student,Taurus,1
1681913,male,26,indUnk,Leo,0
3831595,female,24,Student,Pisces,1
3954695,female,16,Marketing,Libra,1
4109986,female,16,Student,Aquarius,1
3321100,male,34,Technology,Cancer,0
3943713,female,40,indUnk,Virgo,1
3802740,male,27,Education,Aries,0
4059688,male,16,Marketing,Capricorn,0
4239258,female,27,Law,Virgo,1
182037,female,23,Internet,Aries,1
3137005,female,15,Student,Taurus,1
3321956,male,15,Non-Profit,Pisces,0
3784592,male,25,indUnk,Libra,0
4208187,male,14,Student,Capricorn,0
1242759,female,16,Arts,Aquarius,1
3387170,male,40,indUnk,Aries,0
3801316,female,16,Student,Aquarius,1
1425881,female,14,indUnk,Sagittarius,1
4210869,male,16,indUnk,Scorpio,0
3565286,male,25,Student,Taurus,0
3716795,male,16,indUnk,Sagittarius,0
3809919,male,24,indUnk,Sagittarius,0
4195012,male,26,Museums-Libraries,Taurus,0
3366901,female,24,Law,Leo,1
3228371,male,13,Student,Virgo,0
3491774,male,36,indUnk,Gemini,0
3686184,male,26,Science,Virgo,0
3831570,male,23,Publishing,Aries,0
4320200,female,27,Law,Leo,1
1879288,male,15,Chemicals,Aquarius,0
3665455,male,39,Science,Cancer,0
3672033,male,23,Construction,Cancer,0
3512173,male,13,Student,Scorpio,0
2988161,female,37,indUnk,Libra,1
3973262,female,23,indUnk,Capricorn,1
3665721,male,26,indUnk,Gemini,0
3983737,male,26,Government,Sagittarius,0
4034291,female,14,Military,Aries,1
4056137,male,23,Education,Libra,0
3413717,female,23,indUnk,Libra,1
2373875,male,25,Biotech,Taurus,0
3818273,female,27,indUnk,Gemini,1
3763467,female,27,indUnk,Libra,1
4171457,female,27,Military,Libra,1
3760514,female,27,indUnk,Leo,1
2561957,female,15,Student,Aries,1
1656770,female,48,indUnk,Leo,1
3306982,female,27,indUnk,Sagittarius,1
3308120,female,24,Student,Pisces,1
3681334,female,27,Government,Gemini,1
4312005,male,17,indUnk,Scorpio,0
3735765,female,45,Technology,Aries,1
4024562,male,13,indUnk,Libra,0
3509891,male,46,Technology,Gemini,0
3860728,female,15,Student,Scorpio,1
3857776,female,13,indUnk,Taurus,1
3614613,male,14,Student,Aquarius,0
3436520,male,15,Student,Sagittarius,0
3965809,female,27,indUnk,Aries,1
3811373,female,25,Communications-Media,Leo,1
4062541,female,15,indUnk,Capricorn,1
2442483,female,17,Student,Virgo,1
3553589,female,25,Banking,Scorpio,1
3566850,female,24,Religion,Capricorn,1
2967037,female,15,indUnk,Capricorn,1
3326097,male,27,Internet,Aquarius,0
4218084,male,23,Student,Pisces,0
3672437,male,16,Student,Cancer,0
3696893,male,26,indUnk,Taurus,0
2577859,female,25,indUnk,Sagittarius,1
2087401,male,16,Student,Pisces,0
4229335,male,14,Student,Virgo,0
3057795,female,14,Student,Pisces,1
3956585,female,33,indUnk,Capricorn,1
534904,male,24,Student,Aquarius,0
2033501,male,17,indUnk,Cancer,0
4292654,female,33,Banking,Libra,1
4156442,female,26,HumanResources,Leo,1
3608609,male,24,Communications-Media,Scorpio,0
2902153,male,23,indUnk,Virgo,0
4274676,female,33,Student,Pisces,1
3578844,female,14,indUnk,Scorpio,1
4334776,male,24,Engineering,Aquarius,0
3573350,female,25,Communications-Media,Libra,1
3907322,male,15,indUnk,Taurus,0
3609323,male,14,Arts,Sagittarius,0
4289860,female,16,Student,Libra,1
3917802,male,25,indUnk,Aries,0
918175,female,27,indUnk,Aquarius,1
3964670,female,23,Military,Sagittarius,1
4072007,female,24,indUnk,Leo,1
4006234,male,25,Technology,Libra,0
4224119,male,14,indUnk,Aquarius,0
4187617,female,14,Student,Virgo,1
4026945,female,16,Student,Gemini,1
4206816,male,23,Arts,Taurus,0
3609720,female,14,indUnk,Scorpio,1
4138273,female,24,Student,Libra,1
3684100,female,16,Student,Gemini,1
4165917,female,17,Education,Cancer,1
1298865,female,39,indUnk,Aquarius,1
3532886,female,24,Student,Capricorn,1
1915813,male,27,indUnk,Sagittarius,0
3840067,male,17,Student,Gemini,0
3494384,male,17,Student,Scorpio,0
3994011,male,38,Government,Leo,0
3807309,female,27,indUnk,Leo,1
3639495,female,24,Education,Scorpio,1
3903334,female,26,indUnk,Aquarius,1
3738682,male,24,indUnk,Scorpio,0
2326695,male,26,indUnk,Gemini,0
99382,male,25,indUnk,Aquarius,0
3390321,female,14,Chemicals,Sagittarius,1
3948533,female,41,indUnk,Pisces,1
3698775,female,15,Museums-Libraries,Pisces,1
848630,female,23,indUnk,Cancer,1
3711256,male,15,Student,Cancer,0
4302508,male,25,Student,Aquarius,0
4285608,female,15,Student,Cancer,1
3736447,male,14,Student,Leo,0
3440211,male,25,Student,Sagittarius,0
1960525,male,15,Student,Libra,0
1650898,male,38,Communications-Media,Leo,0
2073622,female,35,indUnk,Aries,1
3755807,female,14,Student,Aquarius,1
3659800,female,14,indUnk,Cancer,1
4047302,female,15,Student,Capricorn,1
3846168,male,15,indUnk,Taurus,0
3580622,male,23,Consulting,Capricorn,0
3513540,female,23,Sports-Recreation,Pisces,1
4003433,female,17,Arts,Sagittarius,1
4253449,male,37,Banking,Capricorn,0
3499675,female,47,indUnk,Virgo,1
4297875,male,23,BusinessServices,Cancer,0
3824275,female,27,Technology,Sagittarius,1
3658979,female,26,Education,Libra,1
3847197,male,15,Student,Virgo,0
3936244,female,23,Arts,Leo,1
3204780,female,27,Technology,Libra,1
4213897,female,40,Non-Profit,Gemini,1
3473040,female,37,indUnk,Aries,1
3822512,female,42,Telecommunications,Gemini,1
3389918,female,37,indUnk,Aquarius,1
3965033,male,23,Education,Gemini,0
3678594,female,39,Student,Cancer,1
4316488,female,24,Publishing,Aquarius,1
4135461,male,16,Student,Aquarius,0
3434235,male,26,indUnk,Capricorn,0
4186134,female,24,BusinessServices,Leo,1
3297447,male,24,Museums-Libraries,Libra,0
3857057,male,26,BusinessServices,Virgo,0
3378664,male,25,Internet,Gemini,0
2580350,male,24,Technology,Scorpio,0
4207331,male,17,Student,Capricorn,0
3339134,male,23,Arts,Capricorn,0
3526924,male,16,Student,Aries,0
4201848,male,45,HumanResources,Aquarius,0
2983072,female,16,Student,Leo,1
3990627,female,17,indUnk,Leo,1
4118493,male,27,indUnk,Leo,0
4008582,male,24,Technology,Aries,0
4199376,female,14,Chemicals,Scorpio,1
3423784,male,16,Student,Pisces,0
3922820,female,39,Government,Libra,1
4309186,female,15,Student,Cancer,1
3367633,male,27,Technology,Taurus,0
3828283,male,14,indUnk,Cancer,0
1862467,female,27,indUnk,Cancer,1
4153678,female,16,indUnk,Sagittarius,1
1044338,female,23,Student,Leo,1
3715358,male,23,Student,Aquarius,0
3744111,female,15,Student,Scorpio,1
4014812,male,17,Student,Aries,0
4268046,male,17,Student,Leo,0
2695199,female,39,indUnk,Scorpio,1
4185342,female,23,indUnk,Gemini,1
1476840,female,33,Museums-Libraries,Virgo,1
3668410,male,24,Telecommunications,Virgo,0
3632466,male,25,indUnk,Libra,0
1643433,male,17,indUnk,Cancer,0
4020565,male,17,Engineering,Pisces,0
4074186,male,25,indUnk,Cancer,0
2903755,female,14,indUnk,Aries,1
3659861,male,24,Automotive,Sagittarius,0
3905544,male,25,Communications-Media,Leo,0
4192314,female,24,indUnk,Sagittarius,1
4174209,female,13,Student,Aries,1
3503562,female,23,Engineering,Pisces,1
3455971,male,35,Technology,Scorpio,0
3389118,female,23,Internet,Capricorn,1
3880631,male,15,Student,Scorpio,0
3741009,male,27,Technology,Taurus,0
3846832,male,24,Government,Sagittarius,0
1135724,male,34,Internet,Cancer,0
4078059,male,26,Education,Aries,0
3717572,male,27,Education,Scorpio,0
3647386,female,26,indUnk,Pisces,1
1374061,male,34,indUnk,Gemini,0
4044908,female,42,indUnk,Gemini,1
2798366,female,17,indUnk,Taurus,1
3845994,male,16,Student,Sagittarius,0
3998523,female,17,indUnk,Cancer,1
1772503,female,27,Consulting,Pisces,1
3919398,female,45,Arts,Leo,1
1144172,male,17,indUnk,Libra,0
90637,female,36,InvestmentBanking,Gemini,1
1975546,female,23,indUnk,Aries,1
3341233,male,15,Student,Cancer,0
3674747,male,16,Student,Aries,0
3025041,male,27,indUnk,Gemini,0
3562198,male,17,indUnk,Libra,0
3537630,male,24,Marketing,Virgo,0
4226262,male,13,Communications-Media,Taurus,0
3730721,female,25,Law,Virgo,1
3640317,male,23,Technology,Leo,0
3520535,male,17,Student,Gemini,0
