"personage","gender","how_old_they_are","whatTheyDoForWork","ascending_sun_sign","is_female"
4107436,"male",16,"Student","Cancer",0
1295754,"female",47,"indUnk","Gemini",1
3544723,"female",25,"indUnk","Sagittarius",1
3475493,"male",25,"indUnk","Leo",0
3193122,"female",23,"indUnk","Gemini",1
3568492,"male",40,"indUnk","Capricorn",0
4283040,"male",15,"Student","Taurus",0
3452788,"male",34,"Technology","Capricorn",0
783193,"female",15,"Student","Capricorn",1
4000576,"male",23,"indUnk","Aries",0
3912740,"female",13,"Student","Aquarius",1
4234546,"male",23,"Science","Gemini",0
4009444,"male",23,"Student","Taurus",0
4197354,"male",23,"Publishing","Libra",0
3404093,"female",25,"Arts","Aries",1
3938145,"female",36,"Advertising","Cancer",1
4140230,"male",14,"Student","Libra",0
2804167,"female",17,"Student","Libra",1
3544593,"female",15,"Student","Leo",1
3371593,"female",26,"indUnk","Cancer",1
3496909,"female",16,"Education","Sagittarius",1
4144034,"male",16,"Student","Libra",0
3976002,"male",36,"indUnk","Libra",0
3926231,"female",17,"indUnk","Gemini",1
3746364,"male",23,"Engineering","Scorpio",0
3441406,"male",15,"indUnk","Pisces",0
3733959,"female",15,"Student","Taurus",1
4032401,"male",23,"Arts","Aquarius",0
1013637,"male",17,"RealEstate","Virgo",0
4246625,"male",14,"indUnk","Sagittarius",0
3311908,"female",15,"indUnk","Virgo",1
3408815,"male",42,"Technology","Pisces",0
3682880,"female",13,"Student","Libra",1
3573176,"female",15,"Communications-Media","Scorpio",1
832265,"male",27,"Technology","Libra",0
3452445,"female",15,"Student","Scorpio",1
3957657,"male",16,"Student","Virgo",0
3885777,"male",26,"indUnk","Aries",0
3755025,"female",15,"Student","Libra",1
3301898,"male",24,"Advertising","Leo",0
3762634,"male",13,"indUnk","Capricorn",0
3583230,"female",14,"Student","Leo",1
4191138,"male",14,"indUnk","Taurus",0
4035274,"female",17,"Student","Gemini",1
1435222,"female",27,"indUnk","Cancer",1
3076278,"female",24,"Student","Scorpio",1
4129667,"female",17,"Student","Taurus",1
3177451,"male",17,"Student","Virgo",0
4141327,"female",15,"Student","Capricorn",1
3343564,"female",26,"Education","Virgo",1
4114282,"female",24,"Internet","Aries",1
3041438,"female",23,"indUnk","Pisces",1
4127214,"female",33,"indUnk","Capricorn",1
2698719,"male",27,"Science","Sagittarius",0
4130149,"female",17,"Student","Leo",1
4161090,"male",17,"Student","Aries",0
3540536,"female",14,"indUnk","Aries",1
3454837,"female",27,"indUnk","Aries",1
1409523,"male",17,"Student","Scorpio",0
3659698,"female",26,"Education","Gemini",1
3695852,"female",16,"Student","Scorpio",1
3596057,"male",15,"Fashion","Aquarius",0
2982729,"female",23,"Accounting","Taurus",1
4296269,"female",27,"Publishing","Capricorn",1
4204029,"female",14,"Fashion","Gemini",1
3818794,"male",27,"Student","Pisces",0
3294669,"male",14,"Student","Leo",0
3900728,"female",15,"indUnk","Virgo",1
3413322,"male",25,"Government","Capricorn",0
3914589,"female",14,"Student","Capricorn",1
2698757,"male",41,"indUnk","Cancer",0
3706874,"female",17,"indUnk","Gemini",1
3625153,"female",14,"Student","Virgo",1
3753047,"female",25,"Education","Libra",1
3324876,"male",43,"Technology","Capricorn",0
1702412,"male",27,"indUnk","Leo",0
4296010,"male",15,"Student","Scorpio",0
968707,"female",27,"Banking","Sagittarius",1
3867461,"female",23,"Technology","Capricorn",1
3902678,"female",23,"Technology","Leo",1
3740081,"female",15,"Technology","Virgo",1
3720867,"male",37,"Arts","Gemini",0
4303899,"female",16,"Student","Aries",1
3044949,"male",26,"indUnk","Leo",0
3555496,"male",16,"Student","Capricorn",0
3598169,"male",26,"Fashion","Aquarius",0
3916498,"female",23,"Arts","Sagittarius",1
3746444,"male",17,"Student","Leo",0
4198397,"male",37,"Communications-Media","Cancer",0
3146314,"female",25,"indUnk","Leo",1
3591734,"male",24,"Student","Cancer",0
3789769,"male",17,"Student","Aries",0
3290364,"male",17,"indUnk","Virgo",0
3941752,"male",17,"Chemicals","Scorpio",0
2543418,"female",16,"Student","Aquarius",1
1934430,"male",25,"Engineering","Capricorn",0
3579647,"female",24,"indUnk","Aries",1
4049799,"male",26,"Military","Cancer",0
3979562,"male",25,"Communications-Media","Libra",0
2873403,"female",17,"Student","Cancer",1
3438353,"female",14,"Student","Gemini",1
3785255,"male",27,"Advertising","Sagittarius",0
3932756,"female",25,"Marketing","Scorpio",1
3443753,"male",35,"Communications-Media","Leo",0
877201,"female",23,"indUnk","Leo",1
4190005,"female",14,"indUnk","Cancer",1
3531156,"female",17,"Student","Gemini",1
3603449,"female",26,"Arts","Virgo",1
3699630,"male",16,"Student","Aries",0
3729466,"female",27,"Technology","Scorpio",1
3342827,"male",34,"Technology","Aquarius",0
3893956,"female",14,"indUnk","Sagittarius",1
3675479,"female",45,"indUnk","Taurus",1
4035992,"female",13,"Arts","Sagittarius",1
3525620,"male",33,"Non-Profit","Gemini",0
3755327,"male",40,"indUnk","Pisces",0
1810524,"female",17,"Student","Aquarius",1
3530799,"female",24,"Internet","Pisces",1
4066131,"female",23,"indUnk","Gemini",1
4159899,"female",34,"Internet","Pisces",1
4028522,"male",17,"Internet","Scorpio",0
1882335,"female",14,"Student","Taurus",1
462378,"female",47,"Internet","Aquarius",1
3614885,"female",15,"indUnk","Aries",1
3935450,"female",25,"Arts","Aries",1
1915675,"male",24,"indUnk","Aquarius",0
3850198,"male",25,"HumanResources","Pisces",0
4053096,"male",17,"Student","Libra",0
4063480,"male",26,"indUnk","Cancer",0
4182261,"female",15,"Arts","Gemini",1
3377567,"female",23,"RealEstate","Taurus",1
3931321,"female",16,"Student","Leo",1
3471123,"male",23,"indUnk","Leo",0
3765420,"female",16,"Education","Cancer",1
3760795,"male",14,"indUnk","Scorpio",0
3334775,"female",23,"indUnk","Taurus",1
2100202,"male",25,"Communications-Media","Aquarius",0
2049615,"male",26,"Student","Virgo",0
4016152,"female",23,"Education","Pisces",1
4034218,"female",16,"indUnk","Taurus",1
3904129,"male",26,"indUnk","Capricorn",0
2400509,"male",16,"indUnk","Aquarius",0
4208386,"male",24,"indUnk","Virgo",0
3516981,"male",25,"Environment","Taurus",0
3709486,"male",27,"indUnk","Cancer",0
3977031,"male",16,"Student","Gemini",0
3798564,"female",13,"indUnk","Sagittarius",1
4126510,"male",26,"indUnk","Taurus",0
1683973,"female",27,"indUnk","Cancer",1
4244634,"female",15,"indUnk","Cancer",1
4154409,"male",24,"Technology","Sagittarius",0
3707001,"male",17,"Student","Sagittarius",0
4181150,"male",26,"Banking","Virgo",0
4268209,"female",26,"indUnk","Leo",1
3821977,"male",24,"Technology","Cancer",0
3743818,"female",16,"Student","Cancer",1
3823807,"female",14,"indUnk","Virgo",1
3517046,"female",25,"indUnk","Aries",1
3785096,"female",37,"LawEnforcement-Security","Capricorn",1
3700290,"female",23,"Technology","Scorpio",1
2882473,"male",16,"Student","Gemini",0
3930829,"female",23,"Non-Profit","Aquarius",1
3723114,"female",16,"indUnk","Leo",1
4030474,"female",14,"indUnk","Leo",1
3954072,"male",26,"Internet","Taurus",0
3954410,"female",14,"Student","Capricorn",1
3531287,"female",13,"Student","Aquarius",1
4145121,"male",16,"Student","Cancer",0
3596192,"male",40,"Technology","Scorpio",0
4165168,"male",17,"Student","Libra",0
3800694,"female",25,"indUnk","Sagittarius",1
3644349,"male",24,"Engineering","Pisces",0
4027556,"female",15,"Student","Libra",1
4239549,"female",36,"Government","Cancer",1
4076686,"female",16,"Chemicals","Aries",1
3540854,"male",27,"BusinessServices","Virgo",0
4311398,"female",16,"Student","Virgo",1
4234090,"male",34,"Arts","Gemini",0
3715520,"female",14,"indUnk","Libra",1
4127092,"female",24,"indUnk","Pisces",1
4112771,"male",24,"Arts","Capricorn",0
3987390,"female",13,"indUnk","Pisces",1
4046039,"male",26,"Student","Aries",0
3561320,"female",26,"Education","Taurus",1
3378664,"male",25,"Internet","Gemini",0
3931951,"female",16,"Student","Virgo",1
2442483,"female",17,"Student","Virgo",1
841857,"female",17,"indUnk","Virgo",1
3633722,"female",27,"Arts","Pisces",1
3878828,"female",23,"Education","Virgo",1
3572747,"female",35,"Education","Cancer",1
4213941,"male",27,"indUnk","Libra",0
1498597,"male",17,"Student","Pisces",0
4047082,"female",23,"Telecommunications","Sagittarius",1
3783466,"female",37,"indUnk","Taurus",1
996147,"female",36,"Telecommunications","Leo",1
3315521,"female",25,"RealEstate","Capricorn",1
2899531,"male",27,"indUnk","Capricorn",0
3735353,"female",17,"Student","Virgo",1
3543749,"female",37,"Biotech","Capricorn",1
4005863,"male",17,"Student","Virgo",0
4293279,"male",24,"indUnk","Leo",0
3441713,"female",17,"indUnk","Leo",1
4074541,"female",23,"indUnk","Libra",1
3671984,"male",16,"Arts","Aquarius",0
3391979,"male",26,"Chemicals","Gemini",0
3647746,"male",39,"Education","Virgo",0
4176448,"male",39,"Engineering","Virgo",0
3984458,"male",17,"Science","Sagittarius",0
3938722,"male",14,"Student","Taurus",0
3888357,"male",24,"Technology","Cancer",0
3854680,"female",14,"Student","Aquarius",1
4079443,"female",16,"Student","Pisces",1
3758260,"male",16,"Student","Aquarius",0
3642944,"male",15,"Student","Capricorn",0
3723519,"male",14,"indUnk","Pisces",0
1811727,"female",23,"indUnk","Leo",1
4026864,"male",27,"Technology","Taurus",0
477665,"female",25,"indUnk","Leo",1
3401032,"male",16,"Student","Aries",0
3641942,"female",26,"indUnk","Sagittarius",1
4106509,"male",43,"Communications-Media","Scorpio",0
3608093,"male",25,"indUnk","Libra",0
3306927,"male",45,"Technology","Leo",0
3681319,"female",27,"Government","Virgo",1
2259900,"male",26,"Marketing","Taurus",0
3547104,"male",17,"Student","Pisces",0
1827797,"male",23,"Communications-Media","Leo",0
732730,"male",15,"Student","Sagittarius",0
3761125,"female",17,"Student","Pisces",1
3895208,"female",16,"Student","Leo",1
2940403,"female",16,"Student","Taurus",1
4089834,"female",13,"indUnk","Pisces",1
3445814,"female",16,"indUnk","Aquarius",1
3720376,"female",23,"Arts","Pisces",1
3802862,"female",14,"Student","Virgo",1
3506544,"female",17,"Student","Libra",1
4276295,"male",25,"Engineering","Capricorn",0
3214726,"male",26,"indUnk","Sagittarius",0
3492272,"female",13,"Student","Scorpio",1
4210839,"female",16,"Student","Libra",1
3591959,"female",17,"indUnk","Gemini",1
4286351,"male",16,"indUnk","Gemini",0
3313685,"male",40,"indUnk","Sagittarius",0
3703686,"male",16,"indUnk","Libra",0
4253315,"female",27,"Law","Gemini",1
4298226,"female",25,"Education","Aquarius",1
4296089,"female",16,"indUnk","Sagittarius",1
3602510,"female",14,"Student","Libra",1
3908230,"female",14,"Arts","Gemini",1
3931639,"female",33,"indUnk","Aries",1
2804775,"male",34,"indUnk","Taurus",0
4100836,"male",26,"indUnk","Leo",0
3571306,"female",15,"Student","Aquarius",1
2872814,"female",17,"indUnk","Aries",1
3387360,"female",37,"Education","Libra",1
3130162,"male",26,"Banking","Virgo",0
3025353,"male",35,"Religion","Aquarius",0
3488328,"male",34,"Technology","Leo",0
3293930,"male",16,"Student","Sagittarius",0
3675735,"male",15,"Student","Capricorn",0
3529918,"male",14,"Student","Pisces",0
3400455,"female",17,"indUnk","Gemini",1
3361839,"male",16,"Student","Capricorn",0
3905701,"male",14,"Education","Pisces",0
3748540,"female",13,"indUnk","Aries",1
3510068,"female",25,"indUnk","Scorpio",1
2993066,"female",15,"indUnk","Gemini",1
3901147,"male",27,"Student","Pisces",0
4153678,"female",16,"indUnk","Sagittarius",1
3152866,"male",24,"Chemicals","Libra",0
3938699,"male",17,"Student","Taurus",0
3366576,"male",35,"Fashion","Cancer",0
3147759,"female",17,"indUnk","Aquarius",1
3335758,"male",14,"Student","Taurus",0
3049758,"male",17,"Student","Aries",0
4069940,"female",16,"Student","Capricorn",1
4126747,"male",23,"Arts","Virgo",0
4005927,"female",40,"Architecture","Aquarius",1
3316539,"male",23,"indUnk","Aquarius",0
3759312,"male",24,"Arts","Cancer",0
3384162,"male",27,"Non-Profit","Pisces",0
4257462,"female",17,"indUnk","Sagittarius",1
4115407,"female",14,"Student","Capricorn",1
3786992,"male",24,"Non-Profit","Libra",0
1835380,"female",16,"Chemicals","Taurus",1
3961898,"male",23,"Technology","Capricorn",0
192879,"female",26,"Arts","Scorpio",1
3371035,"male",14,"indUnk","Sagittarius",0
3527973,"female",24,"Banking","Cancer",1
3422592,"female",14,"indUnk","Capricorn",1
1976124,"male",25,"indUnk","Libra",0
2560767,"male",17,"indUnk","Virgo",0
3375100,"female",24,"BusinessServices","Leo",1
4055590,"female",25,"Technology","Taurus",1
4296632,"female",15,"indUnk","Aquarius",1
3423784,"male",16,"Student","Pisces",0
3768730,"male",33,"Internet","Aquarius",0
3525160,"male",33,"indUnk","Aries",0
3412715,"female",16,"indUnk","Virgo",1
3623704,"female",16,"indUnk","Virgo",1
3712430,"male",37,"Education","Leo",0
4161980,"male",17,"indUnk","Aquarius",0
4164300,"male",34,"indUnk","Sagittarius",0
4054493,"female",39,"indUnk","Sagittarius",1
3894428,"female",17,"indUnk","Cancer",1
3394738,"female",15,"Student","Capricorn",1
2998091,"female",48,"indUnk","Virgo",1
3136038,"female",24,"indUnk","Virgo",1
4325188,"male",15,"indUnk","Cancer",0
3933041,"male",27,"indUnk","Cancer",0
3912526,"female",26,"indUnk","Pisces",1
4136438,"male",34,"indUnk","Scorpio",0
3438528,"male",15,"indUnk","Virgo",0
3987485,"female",14,"indUnk","Pisces",1
3906646,"female",24,"RealEstate","Pisces",1
4098767,"male",16,"indUnk","Sagittarius",0
3532456,"female",14,"indUnk","Scorpio",1
597870,"female",33,"Internet","Taurus",1
3864588,"male",27,"Arts","Sagittarius",0
3495165,"female",25,"indUnk","Cancer",1
4313295,"female",26,"Student","Gemini",1
3350097,"female",37,"BusinessServices","Taurus",1
3460671,"male",27,"Banking","Sagittarius",0
3625403,"male",16,"indUnk","Libra",0
3827498,"male",39,"Education","Cancer",0
4087530,"female",16,"Student","Taurus",1
3355807,"male",14,"Student","Sagittarius",0
3985159,"female",35,"indUnk","Gemini",1
3337691,"female",13,"indUnk","Sagittarius",1
3597726,"male",15,"Student","Gemini",0
2468953,"male",17,"Student","Aries",0
3309251,"male",47,"Technology","Aries",0
3391030,"female",16,"Education","Gemini",1
3336933,"male",48,"indUnk","Scorpio",0
3998000,"female",17,"Student","Leo",1
3339284,"female",17,"Student","Gemini",1
3818781,"female",16,"indUnk","Cancer",1
4161264,"male",14,"BusinessServices","Aries",0
3070838,"female",15,"Student","Libra",1
4119314,"female",14,"indUnk","Capricorn",1
3432763,"female",26,"Accounting","Leo",1
3480731,"male",26,"Technology","Aquarius",0
3492430,"female",23,"indUnk","Aries",1
3615550,"male",15,"Student","Pisces",0
4148666,"female",25,"Education","Gemini",1
2759824,"male",33,"indUnk","Gemini",0
3561869,"female",17,"indUnk","Sagittarius",1
3393874,"female",24,"Communications-Media","Libra",1
3531623,"female",24,"indUnk","Capricorn",1
225398,"female",16,"indUnk","Pisces",1
3603441,"female",14,"Education","Capricorn",1
4142029,"female",17,"Student","Aries",1
3442273,"female",16,"indUnk","Scorpio",1
4246863,"male",27,"Non-Profit","Virgo",0
3893150,"male",16,"Student","Virgo",0
3518013,"female",26,"Technology","Pisces",1
1673216,"male",17,"Student","Taurus",0
4125306,"male",16,"indUnk","Cancer",0
3365681,"male",15,"Sports-Recreation","Aquarius",0
3763467,"female",27,"indUnk","Libra",1
3722850,"female",16,"Student","Scorpio",1
3771600,"female",14,"Student","Virgo",1
3401536,"male",23,"Technology","Scorpio",0
3658401,"female",27,"indUnk","Libra",1
3766623,"male",25,"indUnk","Libra",0
3862449,"female",17,"Student","Capricorn",1
3716286,"male",27,"indUnk","Sagittarius",0
3454412,"male",15,"Student","Scorpio",0
3186601,"male",17,"indUnk","Taurus",0
4073657,"female",24,"Accounting","Taurus",1
2182344,"female",24,"Student","Virgo",1
1102011,"male",15,"Student","Sagittarius",0
3617048,"female",15,"Education","Cancer",1
3304937,"male",34,"Arts","Pisces",0
3453903,"female",16,"Student","Aries",1
3518225,"female",24,"indUnk","Aries",1
3888314,"female",16,"Student","Scorpio",1
3571382,"male",16,"Student","Sagittarius",0
3659114,"male",24,"Communications-Media","Taurus",0
3443144,"male",13,"Education","Scorpio",0
3518934,"male",14,"Religion","Leo",0
3745012,"male",26,"Advertising","Sagittarius",0
669116,"female",26,"indUnk","Gemini",1
3405896,"male",24,"indUnk","Leo",0
3660226,"male",26,"Technology","Aquarius",0
3992378,"female",14,"indUnk","Pisces",1
3729884,"male",15,"Student","Pisces",0
3873316,"female",14,"Education","Scorpio",1
3792500,"male",24,"Education","Aquarius",0
4114844,"male",23,"indUnk","Cancer",0
3903897,"male",27,"Technology","Sagittarius",0
3438901,"female",39,"indUnk","Sagittarius",1
3571034,"male",27,"Engineering","Cancer",0
2084105,"male",27,"Technology","Aquarius",0
3363713,"female",27,"indUnk","Gemini",1
4269539,"female",16,"indUnk","Taurus",1
4151550,"female",23,"indUnk","Aries",1
3287752,"male",39,"indUnk","Aries",0
3442234,"female",23,"indUnk","Cancer",1
3801191,"male",14,"Student","Pisces",0
3494693,"female",23,"Student","Gemini",1
3889243,"male",17,"indUnk","Gemini",0
1957684,"male",23,"Military","Capricorn",0
3338197,"female",24,"indUnk","Virgo",1
3830349,"female",24,"Communications-Media","Gemini",1
3691393,"female",17,"Transportation","Taurus",1
3839543,"female",15,"Non-Profit","Aquarius",1
2690732,"female",24,"indUnk","Libra",1
3753043,"female",16,"Student","Libra",1
3433207,"female",23,"indUnk","Aries",1
3386324,"female",35,"indUnk","Taurus",1
4143673,"male",27,"indUnk","Capricorn",0
3558937,"female",23,"Advertising","Cancer",1
3750192,"female",16,"Student","Pisces",1
3904808,"female",17,"Student","Taurus",1
4041307,"female",15,"indUnk","Taurus",1
3907320,"male",23,"indUnk","Sagittarius",0
1267773,"male",24,"Student","Pisces",0
3399237,"female",17,"Student","Virgo",1
3993062,"male",27,"Telecommunications","Aquarius",0
239703,"male",47,"Internet","Leo",0
4184053,"female",15,"Student","Sagittarius",1
2310335,"male",15,"Student","Aries",0
4246891,"male",16,"Student","Sagittarius",0
2866449,"male",15,"indUnk","Pisces",0
3391648,"male",17,"Student","Scorpio",0
4200260,"male",39,"Consulting","Pisces",0
3835358,"female",13,"Student","Aquarius",1
4253762,"female",13,"Student","Capricorn",1
3663701,"female",27,"Communications-Media","Cancer",1
3446170,"male",27,"Law","Cancer",0
1746368,"male",17,"Student","Aquarius",0
3520883,"male",16,"Non-Profit","Leo",0
3493735,"female",15,"Student","Libra",1
4001124,"male",17,"Student","Taurus",0
3869393,"female",25,"Technology","Sagittarius",1
1888162,"male",14,"Student","Virgo",0
1675646,"male",25,"indUnk","Leo",0
3800939,"male",13,"indUnk","Libra",0
3708891,"female",16,"indUnk","Leo",1
1444263,"female",17,"Arts","Sagittarius",1
3828570,"male",26,"Communications-Media","Virgo",0
3779991,"male",24,"indUnk","Leo",0
1232234,"female",23,"Communications-Media","Taurus",1
3723008,"female",17,"Student","Aries",1
2140894,"female",26,"indUnk","Pisces",1
2955971,"female",43,"indUnk","Gemini",1
4197038,"male",23,"indUnk","Cancer",0
4070526,"female",24,"Telecommunications","Aquarius",1
4090083,"male",23,"Technology","Leo",0
3947785,"female",26,"BusinessServices","Libra",1
1713845,"male",23,"Student","Taurus",0
3355653,"male",17,"indUnk","Gemini",0
3947700,"male",15,"Student","Cancer",0
896120,"female",24,"Education","Capricorn",1
3965841,"male",17,"Chemicals","Cancer",0
3423418,"male",25,"Student","Aries",0
3523095,"female",17,"Student","Libra",1
3949113,"female",14,"indUnk","Libra",1
4255604,"male",14,"Student","Leo",0
3587880,"male",23,"Student","Virgo",0
3570794,"female",34,"indUnk","Leo",1
3703546,"female",14,"Student","Libra",1
3386158,"female",17,"Student","Gemini",1
3518258,"female",16,"Student","Gemini",1
808956,"female",25,"Government","Aries",1
3325862,"female",24,"indUnk","Capricorn",1
3353577,"male",17,"Student","Scorpio",0
3605427,"male",25,"indUnk","Capricorn",0
3726884,"female",17,"indUnk","Gemini",1
3156201,"female",38,"Consulting","Pisces",1
3960243,"female",15,"Education","Virgo",1
4184111,"male",35,"indUnk","Taurus",0
3871907,"male",39,"Law","Scorpio",0
4210308,"male",24,"Student","Gemini",0
2597626,"female",26,"indUnk","Aries",1
1502896,"female",25,"Consulting","Pisces",1
3701430,"female",23,"Education","Aries",1
3946404,"female",14,"Student","Virgo",1
4278696,"male",24,"Communications-Media","Aquarius",0
3030672,"male",27,"indUnk","Aries",0
3570047,"male",48,"Military","Leo",0
3136900,"male",27,"Communications-Media","Scorpio",0
3811096,"female",26,"Government","Pisces",1
3952828,"male",24,"Banking","Virgo",0
4229520,"male",16,"indUnk","Scorpio",0
4022569,"male",15,"Student","Virgo",0
867772,"female",16,"Student","Taurus",1
3221085,"male",27,"Education","Taurus",0
3645035,"male",15,"Education","Virgo",0
3388256,"female",25,"indUnk","Pisces",1
4180269,"female",23,"indUnk","Libra",1
3776363,"male",14,"Agriculture","Sagittarius",0
4055477,"male",16,"Student","Taurus",0
3930625,"male",14,"Student","Taurus",0
4278694,"female",24,"Technology","Virgo",1
4075835,"female",27,"Construction","Scorpio",1
3839328,"female",16,"indUnk","Leo",1
3215911,"female",14,"Student","Sagittarius",1
